"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","technologyadvice.com.","A","300","[{'Value': '54.83.49.72'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","technologyadvice.com.","MX","3600","[{'Value': '1 ASPMX.L.GOOGLE.COM'}, {'Value': '5 ALT1.ASPMX.L.GOOGLE.COM'}, {'Value': '5 ALT2.ASPMX.L.GOOGLE.COM'}, {'Value': '10 ALT3.ASPMX.L.GOOGLE.COM'}, {'Value': '10 ALT4.ASPMX.L.GOOGLE.COM'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","technologyadvice.com.","NS","300","[{'Value': 'ns-290.awsdns-36.com.'}, {'Value': 'ns-1147.awsdns-15.org.'}, {'Value': 'ns-702.awsdns-23.net.'}, {'Value': 'ns-2025.awsdns-61.co.uk.'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","technologyadvice.com.","SOA","900","[{'Value': 'ns-290.awsdns-36.com. awsdns-hostmaster.amazon.com. 1 7200 900 1209600 86400'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","technologyadvice.com.","SPF","300","[{'Value': '""include:spf.tipalti.com""'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","technologyadvice.com.","TXT","300","[{'Value': '"" v=spf1 ip4:54.204.47.211 ip4:167.89.73.35 include:_spf.google.com include:mailgun.org include:amazonses.com include:_spf.salesforce.com include:spf.tipalti.com -all""'}, {'Value': '""KoLfqgcAAeh0z6VcTrp3IUxtLkuozooFiIYUZfvjFww=""'}, {'Value': '""google-site-verification=2na4LWiuQFtMhr5ccFtO9yloJhH3xGYbfvyIzPVnVF4""'}, {'Value': '""pardot928623=ae1f3b5fcbc3d068957a4b81a410c700cad67cd906af66e58a91e3d78675b645""'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","\052.technologyadvice.com.","A","14400","[{'Value': '54.83.49.72'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","\100.technologyadvice.com.","TXT","300","[{'Value': '""v=spf1 mx a a:relayhi1.mysmtp.com a:relayhi2.mysmtp.com a:relayhi3.euro.email a:relayhi4.mysmtp1.com ip4:185.99.120.0/24 ~all""'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","\100nls.technologyadvice.com.","TXT","300","[{'Value': '""v=spf1 mx a a:relayhi1.mysmtp.com a:relayhi2.mysmtp.com a:relayhi3.euro.email a:relayhi4.mysmtp1.com ip4:185.99.120.0/24 ~all""'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","mailjet._79d52a7a.technologyadvice.com.","TXT","300","[{'Value': '""79d52a7a209ccc3aec27e6551429413d""'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","_amazonses.technologyadvice.com.","TXT","1800","[{'Value': '""SCRe1eHUPgjjHBA/IHp4PkdDvLnsGju5NbDFk9qN+18=""'}, {'Value': '""2uKK4CTdN0QDjZQdgez1GUi0yzrALUpIHmUM8MRuLvA=""'}]","N/A"
"aws_old_account","technologyadvice.com.","Z1F9C8YX9SXM0F","_df2474738be2cc72634fa63f141b879e.technologyadvice.com.","CNAME","300","[{'Value': '_56e7270d4e378de9a3a95ab3426faea7.zjfbrrwmzc.acm-validations.aws.'}]","N/A"
